,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0028000001,1980-10-10T00:00:00,,0028000001,1610612756,PHX,Phoenix,Suns,1-0,27,27,31,36,,,,,,,,,,,121,1980-1981
1,0028000001,1980-10-10T00:00:00,,0028000001,1610612744,GOS,Golden State,Warriors,0-1,27,25,26,23,,,,,,,,,,,101,1980-1981
2,0028000002,1980-10-10T00:00:00,,0028000002,1610612759,SAN,San Antonio,Spurs,-,24,34,26,29,,,,,,,,,,,113,1980-1981
3,0028000002,1980-10-10T00:00:00,,0028000002,1610612743,DEN,Denver,Nuggets,-,27,26,27,32,,,,,,,,,,,112,1980-1981
4,0028000003,1980-10-10T00:00:00,,0028000003,1610612749,MIL,Milwaukee,Bucks,-,29,33,23,21,,,,,,,,,,,106,1980-1981
5,0028000003,1980-10-10T00:00:00,,0028000003,1610612755,PHL,Philadelphia,76ers,-,27,28,30,18,,,,,,,,,,,103,1980-1981
6,0028000004,1980-10-10T00:00:00,,0028000004,1610612746,SDC,San Diego,Clippers,-,33,27,31,29,,,,,,,,,,,120,1980-1981
7,0028000004,1980-10-10T00:00:00,,0028000004,1610612745,HOU,Houston,Rockets,-,21,38,23,22,,,,,,,,,,,104,1980-1981
8,0028000005,1980-10-10T00:00:00,,0028000005,1610612765,DET,Detroit,Pistons,-,21,27,16,21,,,,,,,,,,,85,1980-1981
9,0028000005,1980-10-10T00:00:00,,0028000005,1610612764,WAS,Washington,Bullets,-,22,17,30,26,,,,,,,,,,,95,1980-1981
10,0028000006,1980-10-10T00:00:00,,0028000006,1610612747,LAL,Los Angeles,Lakers,-,20,27,25,27,,,,,,,,,,,99,1980-1981
