,GID,PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,SEASON
0,0021900001,1629627,Zion,Williamson,1   ,1610612740,New Orleans,Pelicans,NOP,2019-2020
1,0021900001,1627982,Josh,Gray,5   ,1610612740,New Orleans,Pelicans,NOP,2019-2020
2,0021900001,203121,Darius,Miller,21  ,1610612740,New Orleans,Pelicans,NOP,2019-2020
3,0021900001,1629597,Zylan,Cheatham,45  ,1610612740,New Orleans,Pelicans,NOP,2019-2020
4,0021900001,1626178,Rondae,Hollis-Jefferson,4   ,1610612761,Toronto,Raptors,TOR,2019-2020
5,0021900001,1629052,Oshae,Brissett,12  ,1610612761,Toronto,Raptors,TOR,2019-2020
6,0021900001,1627775,Patrick,McCaw,22  ,1610612761,Toronto,Raptors,TOR,2019-2020
7,0021900002,1629599,Amir,Coffey,7   ,1610612746,LA,Clippers,LAC,2019-2020
8,0021900002,1628476,Derrick,Walton Jr.,10  ,1610612746,LA,Clippers,LAC,2019-2020
9,0021900002,202331,Paul,George,13  ,1610612746,LA,Clippers,LAC,2019-2020
10,0021900002,203585,Rodney,McGruder,19  ,1610612746,LA,Clippers,LAC,2019-2020
11,0021900002,1628398,Kyle,Kuzma,0   ,1610612747,Los Angeles,Lakers,LAL,2019-2020
12,0021900002,1629659,Talen,Horton-Tucker,5   ,1610612747,Los Angeles,Lakers,LAL,2019-2020
13,0021900002,200765,Rajon,Rondo,9   ,1610612747,Los Angeles,Lakers,LAL,2019-2020
14,0021900002,202326,DeMarcus,Cousins,15  ,1610612747,Los Angeles,Lakers,LAL,2019-2020
15,0021900003,1626245,Cristiano,Felicio,6   ,1610612741,Chicago,Bulls,CHI,2019-2020
16,0021900003,1628990,Chandler,Hutchison,15  ,1610612741,Chicago,Bulls,CHI,2019-2020
17,0021900003,1629690,Adam,Mokoka,20  ,1610612741,Chicago,Bulls,CHI,2019-2020
18,0021900003,1629622,Max,Strus,28  ,1610612741,Chicago,Bulls,CHI,2019-2020
19,0021900003,1629667,Jalen,McDaniels,6   ,1610612766,Charlotte,Hornets,CHA,2019-2020
20,0021900003,1628998,Cody,Martin,11  ,1610612766,Charlotte,Hornets,CHA,2019-2020
