,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,WH_STATUS
0,0029900001,1999-11-02T00:00:00,1,0029900001,3,Final,19991102/CLENYK,1610612752,1610612739,1999-2000,4, ,,Q4   - ,1
1,0029900002,1999-11-02T00:00:00,2,0029900002,3,Final,19991102/INDNJN,1610612751,1610612754,1999-2000,4, ,,Q4   - ,1
2,0029900003,1999-11-02T00:00:00,3,0029900003,3,Final,19991102/ATLWAS,1610612764,1610612737,1999-2000,4, ,,Q4   - ,1
3,0029900004,1999-11-02T00:00:00,4,0029900004,3,Final,19991102/DETMIA,1610612748,1610612765,1999-2000,6, ,,Q6   - ,1
4,0029900005,1999-11-02T00:00:00,5,0029900005,3,Final,19991102/ORLCHH,1610612766,1610612753,1999-2000,4, ,,Q4   - ,1
5,0029900006,1999-11-02T00:00:00,6,0029900006,3,Final,19991102/BOSTOR,1610612761,1610612738,1999-2000,4, ,,Q4   - ,1
6,0029900007,1999-11-02T00:00:00,7,0029900007,3,Final,19991102/GSWDAL,1610612742,1610612744,1999-2000,4, ,,Q4   - ,1
7,0029900008,1999-11-02T00:00:00,8,0029900008,3,Final,19991102/MILHOU,1610612745,1610612749,1999-2000,4, ,,Q4   - ,1
8,0029900009,1999-11-02T00:00:00,9,0029900009,3,Final,19991102/PHISAS,1610612759,1610612755,1999-2000,4, ,,Q4   - ,1
9,0029900010,1999-11-02T00:00:00,10,0029900010,3,Final,19991102/PHXDEN,1610612743,1610612756,1999-2000,5, ,,Q5   - ,1
10,0029900011,1999-11-02T00:00:00,11,0029900011,3,Final,19991102/LALUTA,1610612762,1610612747,1999-2000,4, ,,Q4   - ,1
11,0029900012,1999-11-02T00:00:00,12,0029900012,3,Final,19991102/SEALAC,1610612746,1610612760,1999-2000,4, ,,Q4   - ,1
12,0029900013,1999-11-02T00:00:00,13,0029900013,3,Final,19991102/PORVAN,1610612763,1610612757,1999-2000,4, ,,Q4   - ,1
13,0029900014,1999-11-03T00:00:00,1,0029900014,3,Final,19991103/WASBOS,1610612738,1610612764,1999-2000,4, ,,Q4   - ,1
14,0029900015,1999-11-03T00:00:00,2,0029900015,3,Final,19991103/DETORL,1610612753,1610612765,1999-2000,4, ,,Q4   - ,1
15,0029900016,1999-11-03T00:00:00,3,0029900016,3,Final,19991103/NJNCLE,1610612739,1610612751,1999-2000,4, ,,Q4   - ,1
16,0029900017,1999-11-03T00:00:00,4,0029900017,3,Final,19991103/NYKCHI,1610612741,1610612752,1999-2000,4, ,,Q4   - ,1
17,0029900018,1999-11-03T00:00:00,5,0029900018,3,Final,19991103/VANLAL,1610612747,1610612763,1999-2000,4, ,,Q4   - ,1
18,0029900019,1999-11-03T00:00:00,6,0029900019,3,Final,19991103/LACPOR,1610612757,1610612746,1999-2000,4, ,,Q4   - ,1
19,0029900020,1999-11-04T00:00:00,1,0029900020,3,Final,19991104/INDCHH,1610612766,1610612754,1999-2000,4, ,,Q4   - ,1
20,0029900021,1999-11-04T00:00:00,2,0029900021,3,Final,19991104/MILATL,1610612737,1610612749,1999-2000,4, ,,Q4   - ,1
21,0029900022,1999-11-04T00:00:00,3,0029900022,3,Final,19991104/MIATOR,1610612761,1610612748,1999-2000,4, ,,Q4   - ,1
22,0029900023,1999-11-04T00:00:00,4,0029900023,3,Final,19991104/GSWSAS,1610612759,1610612744,1999-2000,4, ,,Q4   - ,1
23,0029900024,1999-11-04T00:00:00,5,0029900024,3,Final,19991104/HOUUTA,1610612762,1610612745,1999-2000,4, ,,Q4   - ,1
24,0029900025,1999-11-04T00:00:00,6,0029900025,3,Final,19991104/PHIPHX,1610612756,1610612755,1999-2000,4, ,,Q4   - ,1
25,0029900026,1999-11-04T00:00:00,7,0029900026,3,Final,19991104/DALSEA,1610612760,1610612742,1999-2000,4, ,,Q4   - ,1
26,0029900027,1999-11-05T00:00:00,1,0029900027,3,Final,19991105/CHHBOS,1610612738,1610612766,1999-2000,4, ,,Q4   - ,1
27,0029900028,1999-11-05T00:00:00,2,0029900028,3,Final,19991105/TORNJN,1610612751,1610612761,1999-2000,4, ,,Q4   - ,1
28,0029900029,1999-11-05T00:00:00,3,0029900029,3,Final,19991105/CLEORL,1610612753,1610612739,1999-2000,4, ,,Q4   - ,1
29,0029900030,1999-11-05T00:00:00,4,0029900030,3,Final,19991105/NYKDET,1610612765,1610612752,1999-2000,4, ,,Q4   - ,1
30,0029900031,1999-11-05T00:00:00,5,0029900031,3,Final,19991105/MIACHI,1610612741,1610612748,1999-2000,4, ,,Q4   - ,1
31,0029900032,1999-11-05T00:00:00,6,0029900032,3,Final,19991105/SASHOU,1610612745,1610612759,1999-2000,4, ,,Q4   - ,1
32,0029900033,1999-11-05T00:00:00,7,0029900033,3,Final,19991105/PHILAC,1610612746,1610612755,1999-2000,4, ,,Q4   - ,1
33,0029900034,1999-11-05T00:00:00,8,0029900034,3,Final,19991105/MINSAC,1610612758,1610612750,1999-2000,4, ,,Q4   - ,1
34,0029900035,1999-11-05T00:00:00,9,0029900035,3,Final,19991105/DENPOR,1610612757,1610612743,1999-2000,4, ,,Q4   - ,1
35,0029900036,1999-11-06T00:00:00,1,0029900036,3,Final,19991106/ORLWAS,1610612764,1610612753,1999-2000,4, ,,Q4   - ,1
36,0029900037,1999-11-06T00:00:00,2,0029900037,3,Final,19991106/CHIATL,1610612737,1610612741,1999-2000,4, ,,Q4   - ,1
37,0029900038,1999-11-06T00:00:00,3,0029900038,3,Final,19991106/NYKCLE,1610612739,1610612752,1999-2000,4, ,,Q4   - ,1
38,0029900039,1999-11-06T00:00:00,4,0029900039,3,Final,19991106/BOSIND,1610612754,1610612738,1999-2000,4, ,,Q4   - ,1
39,0029900040,1999-11-06T00:00:00,5,0029900040,3,Final,19991106/DETMIL,1610612749,1610612765,1999-2000,4, ,,Q4   - ,1
40,0029900041,1999-11-06T00:00:00,6,0029900041,3,Final,19991106/SACMIN,1610612750,1610612758,1999-2000,4, ,,Q4   - ,1
41,0029900042,1999-11-06T00:00:00,7,0029900042,3,Final,19991106/DALGSW,1610612744,1610612742,1999-2000,4, ,,Q4   - ,1
42,0029900043,1999-11-06T00:00:00,8,0029900043,3,Final,19991106/LALPOR,1610612757,1610612747,1999-2000,4, ,,Q4   - ,1
43,0029900044,1999-11-06T00:00:00,9,0029900044,3,Final,19991106/UTASEA,1610612760,1610612762,1999-2000,4, ,,Q4   - ,1
